Title,Lyrics,Source File
Birth in Reverse,"Oh, what an ordinary day Take out the garbage, masturbate Ha, I'm still holding for the laugh The dogs will bark, so let them bark The birds will cry, I'll let them cry Here's my report from the edge Like a birth in reverse What I saw through the blinds You could say that I'm saying Phenomenal lies On the cosmic eternity Party line Was a birth in reverse In America This tune will haunt me through the war Ha, ha, ha, ha-ha Laugh all you want, but I want more 'Cause what I'm swearing, I've never sworn before Like a birth in reverse What I saw through the blinds You could say that I'm saying Phenomenal lies On the cosmic eternity Party line Like a birth in reverse In America Like a birth in reverse What I saw through the blinds You could say that I'm saying Phenomenal lies On the cosmic eternity Party line Was a birth in reverse In America",Lyrics_St.VincentDeluxeEdition.json
Prince Johnny,"Prince Johnny, you're kind, but you're not simple By now, I think I know the difference You wanna be a son of someone Remember the time we went and snorted That piece of the Berlin Wall that you'd extorted And we had such a laugh of it? Prostrate on my carpet You traced the Andes with your index And bragged of when and where and who you're gonna bed next All with sons of someone's All with sons of someone's Saw you pray to all to make you a real boy Saw you pray to all to make you a real boy Prince Johnny, you're kind, but do be careful By now, I know just when to stand clear When all your friends and acolytes Holding court in bathroom stalls Where you pray to all to make you a real boy Saw you pray to all to make you a real boy But honey, don't mistake my affection For another spit-and-penny style redemption 'Cause we're all sons of someone's We're all sons of someone's I wanna mean more than I mean to you I wanna mean more than I meant to him So I pray to all to make me a real girl So I pray to all to make me a real girl So I pray to all All All All",Lyrics_St.VincentDeluxeEdition.json
Huey Newton,"Feelings, flash cards Fake knife, real ketchup Cardboard cutthroats Cowboys of information Pleasure dot loathing dot Huey dot Newton Oh, it was a lonely, lonely winter Fuckless pawn sharks Toothless, but got a big bark Live children, blind psychics Turned online assassins So Hale-Bopp, Hail Mary, hail Hagia Sophia Oh, it was a lonely, lonely winter Entombed in a shrine of zeros and ones You know, you know Oh, with fatherless features, you motherless creatures You know Oh, in perpetual night, oh, it's terribly frightening You know, you know Oh, you got the pop and the hiss in the city of misfits You know Safe, safe and safest, faith for the faithless Oh, dim, dim and dimmer, succor for sinners I'm entombed in a shrine of zeros and ones You know, you know Oh, with fatherless features, you motherless creatures, you know, hey Oh, in perpetual night, oh, it's terribly frightening You know, you know You got the pop and the hiss in the city of misfits Oh, safe, safe and safest, faith for the faithless",Lyrics_St.VincentDeluxeEdition.json
Digital Witness,"Get back to your seats Get back, gnashing teeth Ooh I want all of your mind People turn the TV on, it looks just like a window Yeah People turn the TV on, it looks just like a window Yeah Digital witnesses What's the point of even sleeping? If I can't show it, you can't see me What's the point of doing anything? This is no time For confessing I want all of your mind People turn the TV on, it looks just like a window Yeah People turn the TV on, it looks just like a window Yeah Digital witnesses What's the point of even sleeping? If I can't show it, you can't see me Watch me jump right off the London Bridge This is no time For confessing People turn the TV on and throw it out the window Yeah Get back to your stare I can, but I don't care, oh, oh I, I want all of your mind Gimme all of your mind I want all of your mind Gimme all of it Digital witnesses What's the point of even sleeping? If I can't show it, you can't see me What's the point of doing anything? What's the point of even sleeping? So I stopped sleeping, yeah, I stopped sleeping Won't somebody sell me back to me?",Lyrics_St.VincentDeluxeEdition.json
I Prefer Your Love,"I, I prefer your love to Jesus Little baby on your knees 'cause the world has got you down Name-tagged tourists, sick at the sight of them Tight-walking the sidewalk in spite of them As my headache moves from east to west Mother, won't you open your arms and Forgive me of all these bad thoughts? I'm blinded to the faces in the fog But all the good in me is because of you It's true I, I prefer your love to Jesus I, I prefer your love to Jesus Little baby on your knees 'cause the world has got you down King-sized country wearing your worries out Headless heroes heaped by the pylons As a careless sun sets on the west Sure as mother licking her finger to Wipe the blush and smudge from my cheek and Wonder what will become of your little one But all the good in me is because of you It's true I, I prefer your love to Jesus I, I prefer your love to Jesus Little baby on your knees 'cause the world has got you down",Lyrics_St.VincentDeluxeEdition.json
Regret,"Morning, pry the windows open Let in what's so terrifying Summer is as faded as a lone cicada call Memories so bright, I gotta squint just to recall Regret the words I've bitten More than the ones I ever said Who's the one animal? All by yourself, all of us All of us, all of us Who's the one animal? All by yourself, all of us Who's the one animal? All by yourself, all of us I'm afraid of Heaven because I can't stand the heights I'm afraid of you because I can't be left behind Oh well, there's a red moon rising The door slammed and it felt like a cannonball Who's the one animal? All by yourself, all of us Who's the one animal? All by yourself, all of us All of us, all of us",Lyrics_St.VincentDeluxeEdition.json
Bring Me Your Loves,"Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know I thought you were like a dog I thought you were like a dog But you made a pet of me So bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know I, I took you off your leash I, I took you off your leash But I can't, no, I can't make you heel Bring me your loves Bring me your loves We both have our rabid hearts Feral from the very start So bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know Bring me your loves, all your loves, your loves I wanna love them too, you know",Lyrics_St.VincentDeluxeEdition.json
Psychopath,"Running down the highway like a psychopath All the flames and fury, honey, at my back Wanna make a bet whether I make it back? 'Cause I'm on the edge of a heart attack You said, ""Honey, quit your worrying Distance is exactly like a blowing wind Putting out the embers and the tiny flames And keeping the big ones burning"" So I am standing in the sand where we said ""It's the best day of my life,"" and meant all of it Keep me in your soft sights When all of the rest have moved on And I'll keep you in my soft sights When all of the crowd has gone home Keep me in your soft sights When all of the rest have moved on And I'll keep you in my soft sights When all of the crowd has gone home",Lyrics_St.VincentDeluxeEdition.json
Every Tear Disappears,"Oh, a smile is more than showing teeth Oh, it's not the potion, it's the magic that I seek Every tear disappears Every tear disappears Oh, the more that I struggle, oh, the deeper in the pit If I can show a hand, then I can show a fist Call the twenty-first century Tell her, ""Give us a break"" Every tear disappears Every tear disappears Oh, and what about the pain? Don't ask me how, I just know that it fades Hey, hey, hey Every tear disappears Every eye is a seer, oh Yeah, I live on wire Yeah, I've been born twice Yeah, I live on wire Yeah, I've been born twice Yeah, I live on wire Yeah, I've been born twice Yeah, I live on wire Yeah, I've been born twice Yeah, I live on wire Yeah, I've been born twice",Lyrics_St.VincentDeluxeEdition.json
Severed Crossed Fingers,"When your calling ain't calling back to you I'll be side-stage mouthing lines for you Humiliated by age, terrified of youth I got hope, but my hope isn't helping you Spitting our guts from their gears Draining our spleen over years Find my severed crossed fingers in the rubble there Wake up puddle-eyed, sleeping in a suit The truth is ugly, well, I feel ugly too We'll be heroes on every bar stool Seeing double beats not seeing one of you Spitting our guts from their gears Draining our spleen over years Found my severed crossed fingers in the rubble there Well, you stole the heart right out my chest Changed the words that I know best Found my severed crossed fingers in the rubble there Holding on and on, holding on and on Holding on and on, on and on Holding on and on, holding on and on Holding on and on, on and on Enough, enough, enough, enough Enough, enough, enough, enough Enough, enough, enough, enough Enough, enough, enough, enough Spitting our guts from their gears Draining our spleen over years Find my severed crossed fingers in the rubble there Well, you stole the heart right out my chest Changed the words that I know best Find my severed crossed fingers in the rubble there",Lyrics_St.VincentDeluxeEdition.json
Bad Believer,"What do you know? I'm just a bad believer What do you know? What do you know? From the nave and down unto the altar I left my momma sitting in the pew Knelt before the trembling pastor Fainted as he touched my trembling hand What do you know? I'm just a bad believer What do you know? What do you know? Show me your stones I'm just a bad believer What do you know? What do you know? Momma held me up through the rapture Dragged me through the eyes and the whispers Lost my spirit out the car window Batted by righteous, righteous hands What do you know? I'm just a bad believer What do you know? What do you know? Show me your stones I'm just a bad believer What do you know? What do you know? But now I'm not afraid I know that love is stranger Held up and writhing in the light No, I'm not ashamed There really is no danger Give me life Give me life Give me life What do you know? I'm just a bad believer What do you know? What do you know? Show me your stones I'm just a bad believer What do you know? What do you know? What do you know? I'm just a bad believer What do you know? What do you know? Show me your stones I'm just a bad believer What do you know? What do you know?",Lyrics_St.VincentDeluxeEdition.json
Pieta,"Baptized in the shallow end Of a Holiday Inn Limbs dangled over my Pa Like an inverse Pietà Mother Nature cried ""You are Leviathan, my child You are Leviathan inside"" And my lungs runneth over With chlorinated water And I pleaded with my Pa But he said, “I can’t carry you no more” Mother Nature cried ""You are Leviathan, my child You are Leviathan inside"" Mother Nature sighed ""What hell is this I made this time? You are Leviathan in size"" Can I make a pet of you? Dress you up for all the girls Will I keep you begging now Or touch you with my gentle words? Mother Nature cried ""You are Leviathan, my child You are Leviathan inside"" Mother Nature sighed ""What hell is this I made this time? You are Leviathan in size""",Lyrics_St.VincentDeluxeEdition.json
Sparrow,"No eyes are on the sparrow, eyes are on the sparrow He is singing anyway The lark keeps whistling his number, silly little number Although he’s being chased And no eyes are on the sparrow, eyes are on the sparrow How could that be the case? The lark keeps whistling his number, silly little number As if he isn't prey And they’re calling Maria Momma, Momma Maria They’re calling Maria No eyes are on the sparrow, eyes are on the sparrow I could’ve told you that The finch is gathering the branches Ignoring all the chances the wind will blow it flat And they’re calling Maria Momma, Momma Maria They’re calling Maria",Lyrics_St.VincentDeluxeEdition.json
Del Rio,"We were down on 10th You told me I looked spent Gave that look you give And rushed me to the river Del, Del Rio Del, Del Rio We filled our cups Drank to drinken up Then when we were done We threw ourselves in the river Del, Del Rio Del, Del Rio Getting some strange looks back from the shore And you, you pinched my arm Said, ""Look who's lucky now"" And you, you saved my life Too many times to count Del, Del Rio Del, Del Rio",Lyrics_St.VincentDeluxeEdition.json
Digital Witness (DARKSIDE Remix),"People turn the TV on, it looks like a window Yeah People turn the TV on, it looks like a window Yeah Digital witnesses What's the point of even sleeping? If I can't show it, if you can't see me What's the point of doing anything? I want all of your mind Turn the TV on, it looks just like a window Yeah People turn the TV on, it looks just like a window Yeah Digital witnesses What's the point of even sleeping? If I can't show it, if you can't see me Watch me jump right off the London Bridge People turn the TV on, it looks like a window Yeah People turn the TV on, it looks like a window Yeah Digital witnesses What's the point of even sleeping? If I can't show it, if you can't see me Watch me jump right off the London Bridge People turn the TV on and throw it out the window, yeah People turn the TV on and throw it out the window, yeah To your stare, I care but I don't care Oh, oh, oh, I want all of your mind Gimme all of your mind I want all of your mind",Lyrics_St.VincentDeluxeEdition.json
The Nowhere Inn,"Driver, do you mind? Turn off Patsy Cline Walking on my own tonight Hate being impolite But no small talk, I'm tired Just wake me when we arrive Oh, pick up speed and sandwiches A Ziploc bag, a fifth of gin Don't ask me why Oh, drop me by the burnout sign Where hell is near and heaven hides within paradise Here at the Nowhere Inn Where nothing and no one wins Where our last days are spent Wasted on song and sin Here at the Nowhere Inn The hallways are labyrinths Where I last sold my myth Now I live at the Nowhere Inn Always knew you'd end up here Been waiting now for years to see you In my everlasting mirror Everybody knows your name And knows you are to blame For every trickle of your mama's tears We're all nowhere and where are you now? We're all nowhere and where are you now? You're at the Nowhere Inn Where nothing and no one wins Where our last days are spent Wasted on song and sin I'm here at the Nowhere Inn The hallways are labyrinths Here I sold my last myth Now I live at the Nowhere Inn We're all nowhere and where are you now? We're all nowhere and where are you now? We're all nowhere and where are you now? We're all nowhere and where are you? Where are you? Where are you? Where are you? Where are you? Where are you? Where are you? Where are you? Where are you? Where are you? Where are you? Where are you?",Lyrics_TheNowhereInn.json
Carrie Voicemail,,Lyrics_TheNowhereInn.json
Palm Desert,"In a white limousine In the Palm Desert heat We're too far from the sea So your waves crash on me Dark shades on your eyes Singing, ""What doesn't change dies"" Driver, do you mind To hit the brakes on this ride? Running around the road Tired of my old clothes I got what I want, but I don't want it all No, I don't want it all Footprints in the sand I lie where they end Black hawks circlin' Over no promises land So ride your white limousine Into a hungry ravine All hail lizard queen You'll never see me again Running around the road Tired of my old clothes I got what I want, but I don't want it all No, I don't want it all",Lyrics_TheNowhereInn.json
Carrie Wave,,Lyrics_TheNowhereInn.json
Waiting on a Wave,"I took a walk down my old street But a little thought occurred to me I belong to the street more than it does to me How tediously Sophoclean To look for signs of poetry In the golden litter And the tinfoil shining Wave I'm waiting on a wave For someone just to say ""Oh, honey, you'll be safe"" Oh, baby, you're so good to me But these benzodiazepines Make me foggy as a London day Well, fuck sentimentality It's for the weak and lazy Under your velvet cloak I see your pitchfork shining Wave I'm waiting on a wave For someone just to say ""Oh, honey, you'll be safe"" A wave I'm waiting on a wave For someone just to say ""Oh, honey, right this way""",Lyrics_TheNowhereInn.json
Opening Limo Scene,,Lyrics_TheNowhereInn.json
Hallway Scene,,Lyrics_TheNowhereInn.json
Rooftop,,Lyrics_TheNowhereInn.json
Come to Jesus,,Lyrics_TheNowhereInn.json
Downtempo Montage,,Lyrics_TheNowhereInn.json
Sex Scene,,Lyrics_TheNowhereInn.json
Board Room,,Lyrics_TheNowhereInn.json
Spa Scene,,Lyrics_TheNowhereInn.json
Tour Bus,,Lyrics_TheNowhereInn.json
Carrie Off Bus,,Lyrics_TheNowhereInn.json
Texas Intro,,Lyrics_TheNowhereInn.json
Texas Choir,,Lyrics_TheNowhereInn.json
Bacchanal,,Lyrics_TheNowhereInn.json
Ending,,Lyrics_TheNowhereInn.json
Bliss,"The microphone is stuck between your legs Box your ears dear, stick on out your chest Don't you wonder who it really was? Wrote this song we're singing now for years I'm not crying, I never would OK, I'm lying, I just did Letting go Call me when you want to build a nest And I'll call you when I make green be red But I can't give you what you now insist No I, I'm not crying, I never would OK, I'm lying, I just did OK, I'm letting go I'm not calming down I'm not calming down I'm not calming down I'm not calming, I'm not calming, I'm not calming down I'm letting go Letting go Letting go",Lyrics_RatsliveonnoevilstarEP.json
Circle,"Wait now, I forgot to breathe All my talking ceased And you sound like a telephone Drowning, yes, I'm droning, no You’re softer than sympathy Forgetting, I forgot to breathe Wait your big turn It’s really just a circle Circle x2 We missed the sign, the promise land Hey moment, aren't we there yet? I'll call you on the telephone I'm okay but my stomach hurts But this is not about me I know it never was, you see Wait your turn, girl You're coming full circle Circle Circle Go in a circle I'm not buying it dear, but you You think I'm the mess here And I don't need this And you don't need this And I don't need this And you don't, I don't need this Circle... Circle... Circle... Go in circle Dance in a circle Circle...",Lyrics_RatsliveonnoevilstarEP.json
Count (Revisited),"Count your blessings on this table one by one Count your fingers on your hands, make two by two Count your saviors, thank them graciously Count me among them, you can count on me Please, please, count on me If you could see what I see and you don't know what I mean You could see what I see Please stay, baby You're slow motion, smile at me, please stay, baby Count the dangers and flirt responsibly Count the strangers, trust the bright infinity Count your saviors Feed them graciously Count me among them Oh, please, count on me Count on me, please Count on me If you could see what I see Wrapped up in your beauty But you don't know what I mean Please stay high, baby You're slow motion, smile at me, please stay high, baby Baby, you're slow motion, won't you please smile at me You're so high, baby and you know you're... Please stay high, baby, and slow motion, won't you, won't you, won't you, won't you You're so high",Lyrics_RatsliveonnoevilstarEP.json
